"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.17553,-0.12938,0,0.096881,1,0.0663,0.0663,0.05,0.005
-0.17515,-0.13004,0,0.097396,1,0.0664,0.0664,0.05,0.005
-0.17477,-0.1307,0,0.097912,1,0.0665,0.0665,0.05,0.005
-0.17439,-0.13137,0,0.098427,1,0.0666,0.0666,0.05,0.005
-0.174,-0.13203,0,0.098942,1,0.0667,0.0667,0.05,0.005
-0.17362,-0.13269,0,0.099458,1,0.0668,0.0668,0.05,0.005
-0.17324,-0.13336,0,0.099973,1,0.0669,0.0669,0.05,0.005
-0.17286,-0.13402,0,0.10049,1,0.067,0.067,0.05,0.005
-0.17248,-0.13468,0,0.101,1,0.0671,0.0671,0.05,0.005
-0.1721,-0.13535,0,0.10152,1,0.0672,0.0672,0.05,0.005
-0.17172,-0.13601,0,0.10203,1,0.0673,0.0673,0.05,0.005
-0.17133,-0.13668,0,0.10255,1,0.0674,0.0674,0.05,0.005
-0.17095,-0.13734,0,0.10307,1,0.0675,0.0675,0.05,0.005
-0.17057,-0.138,0,0.10358,1,0.0676,0.0676,0.05,0.005
-0.17019,-0.13867,0,0.1041,1,0.0677,0.0677,0.05,0.005
-0.16981,-0.13933,0,0.10461,1,0.0678,0.0678,0.05,0.005
-0.16943,-0.13999,0,0.10513,1,0.0679,0.0679,0.05,0.005
-0.16904,-0.14066,0,0.10564,1,0.068,0.068,0.05,0.005
-0.16866,-0.14132,0,0.10616,1,0.0681,0.0681,0.05,0.005
-0.16828,-0.14198,0,0.10667,1,0.0682,0.0682,0.05,0.005
-0.1679,-0.14265,0,0.10719,1,0.0683,0.0683,0.05,0.005
-0.16752,-0.14331,0,0.1077,1,0.0684,0.0684,0.05,0.005
-0.16714,-0.14397,0,0.10822,1,0.0685,0.0685,0.05,0.005
-0.16676,-0.14464,0,0.10873,1,0.0686,0.0686,0.05,0.005
-0.16637,-0.1453,0,0.10925,1,0.0687,0.0687,0.05,0.005
-0.16599,-0.14597,0,0.10976,1,0.0688,0.0688,0.05,0.005
-0.16561,-0.14663,0,0.11028,1,0.0689,0.0689,0.05,0.005
-0.16523,-0.14729,0,0.1108,1,0.069,0.069,0.05,0.005
-0.16485,-0.14796,0,0.11131,1,0.0691,0.0691,0.05,0.005
-0.16447,-0.14862,0,0.11183,1,0.0692,0.0692,0.05,0.005
-0.16409,-0.14928,0,0.11234,1,0.0693,0.0693,0.05,0.005
-0.1637,-0.14995,0,0.11286,1,0.0694,0.0694,0.05,0.005
-0.16332,-0.15061,0,0.11337,1,0.0695,0.0695,0.05,0.005
-0.16294,-0.15127,0,0.11389,1,0.0696,0.0696,0.05,0.005
-0.16256,-0.15194,0,0.1144,1,0.0697,0.0697,0.05,0.005
-0.16218,-0.1526,0,0.11492,1,0.0698,0.0698,0.05,0.005
-0.1618,-0.15326,0,0.11543,1,0.0699,0.0699,0.05,0.005
-0.16142,-0.15393,0,0.11595,1,0.07,0.07,0.05,0.005
-0.16091,-0.15438,0,0.11637,1,0.0701,0.0701,0.05,0.005
-0.16039,-0.15484,0,0.1168,1,0.0702,0.0702,0.05,0.005
-0.15988,-0.15529,0,0.11722,1,0.0703,0.0703,0.05,0.005
-0.15937,-0.15574,0,0.11765,1,0.0704,0.0704,0.05,0.005
-0.15886,-0.1562,0,0.11807,1,0.0705,0.0705,0.05,0.005
-0.15835,-0.15665,0,0.1185,1,0.0706,0.0706,0.05,0.005
-0.15784,-0.15711,0,0.11892,1,0.0707,0.0707,0.05,0.005
-0.15733,-0.15756,0,0.11935,1,0.0708,0.0708,0.05,0.005
-0.15682,-0.15802,0,0.11977,1,0.0709,0.0709,0.05,0.005
-0.15631,-0.15847,0,0.1202,1,0.071,0.071,0.05,0.005
-0.1558,-0.15892,0,0.12062,1,0.0711,0.0711,0.05,0.005
-0.15529,-0.15938,0,0.12105,1,0.0712,0.0712,0.05,0.005
-0.15478,-0.15983,0,0.12147,1,0.0713,0.0713,0.05,0.005
-0.15427,-0.16029,0,0.12189,1,0.0714,0.0714,0.05,0.005
-0.15376,-0.16074,0,0.12232,1,0.0715,0.0715,0.05,0.005
-0.15325,-0.1612,0,0.12274,1,0.0716,0.0716,0.05,0.005
-0.15274,-0.16165,0,0.12317,1,0.0717,0.0717,0.05,0.005
-0.15223,-0.1621,0,0.12359,1,0.0718,0.0718,0.05,0.005
-0.15172,-0.16256,0,0.12402,1,0.0719,0.0719,0.05,0.005
-0.15121,-0.16301,0,0.12444,1,0.072,0.072,0.05,0.005
-0.15069,-0.16347,0,0.12487,1,0.0721,0.0721,0.05,0.005
-0.15018,-0.16392,0,0.12529,1,0.0722,0.0722,0.05,0.005
-0.14967,-0.16437,0,0.12572,1,0.0723,0.0723,0.05,0.005
-0.14916,-0.16483,0,0.12614,1,0.0724,0.0724,0.05,0.005
-0.14865,-0.16528,0,0.12657,1,0.0725,0.0725,0.05,0.005
-0.14814,-0.16574,0,0.12699,1,0.0726,0.0726,0.05,0.005
-0.14763,-0.16619,0,0.12742,1,0.0727,0.0727,0.05,0.005
-0.14712,-0.16665,0,0.12784,1,0.0728,0.0728,0.05,0.005
-0.14661,-0.1671,0,0.12827,1,0.0729,0.0729,0.05,0.005
-0.1461,-0.16755,0,0.12869,1,0.073,0.073,0.05,0.005
-0.14559,-0.16801,0,0.12912,1,0.0731,0.0731,0.05,0.005
-0.14508,-0.16846,0,0.12954,1,0.0732,0.0732,0.05,0.005
-0.14457,-0.16892,0,0.12996,1,0.0733,0.0733,0.05,0.005
-0.14406,-0.16937,0,0.13039,1,0.0734,0.0734,0.05,0.005
-0.14355,-0.16983,0,0.13081,1,0.0735,0.0735,0.05,0.005
-0.14304,-0.17028,0,0.13124,1,0.0736,0.0736,0.05,0.005
-0.14253,-0.17073,0,0.13166,1,0.0737,0.0737,0.05,0.005
-0.14202,-0.17119,0,0.13209,1,0.0738,0.0738,0.05,0.005
-0.14151,-0.17164,0,0.13251,1,0.0739,0.0739,0.05,0.005
-0.14099,-0.1721,0,0.13294,1,0.074,0.074,0.05,0.005
-0.14048,-0.17255,0,0.13336,1,0.0741,0.0741,0.05,0.005
-0.13997,-0.173,0,0.13379,1,0.0742,0.0742,0.05,0.005
-0.13946,-0.17346,0,0.13421,1,0.0743,0.0743,0.05,0.005
-0.13895,-0.17391,0,0.13464,1,0.0744,0.0744,0.05,0.005
-0.13844,-0.17437,0,0.13506,1,0.0745,0.0745,0.05,0.005
-0.13793,-0.17482,0,0.13549,1,0.0746,0.0746,0.05,0.005
-0.13742,-0.17528,0,0.13591,1,0.0747,0.0747,0.05,0.005
-0.13691,-0.17573,0,0.13634,1,0.0748,0.0748,0.05,0.005
-0.1364,-0.17618,0,0.13676,1,0.0749,0.0749,0.05,0.005
-0.13589,-0.17664,0,0.13719,1,0.075,0.075,0.05,0.005
-0.13527,-0.1768,0,0.13747,1,0.0751,0.0751,0.05,0.005
-0.13465,-0.17695,0,0.13775,1,0.0752,0.0752,0.05,0.005
-0.13402,-0.17711,0,0.13804,1,0.0753,0.0753,0.05,0.005
-0.1334,-0.17727,0,0.13832,1,0.0754,0.0754,0.05,0.005
-0.13278,-0.17742,0,0.1386,1,0.0755,0.0755,0.05,0.005
-0.13216,-0.17758,0,0.13889,1,0.0756,0.0756,0.05,0.005
-0.13154,-0.17774,0,0.13917,1,0.0757,0.0757,0.05,0.005
-0.13092,-0.17789,0,0.13945,1,0.0758,0.0758,0.05,0.005
-0.13029,-0.17805,0,0.13974,1,0.0759,0.0759,0.05,0.005
-0.12967,-0.17821,0,0.14002,1,0.076,0.076,0.05,0.005
-0.12905,-0.17837,0,0.1403,1,0.0761,0.0761,0.05,0.005
-0.12843,-0.17852,0,0.14059,1,0.0762,0.0762,0.05,0.005
-0.12781,-0.17868,0,0.14087,1,0.0763,0.0763,0.05,0.005
-0.12719,-0.17884,0,0.14115,1,0.0764,0.0764,0.05,0.005
-0.12656,-0.17899,0,0.14144,1,0.0765,0.0765,0.05,0.005
-0.12594,-0.17915,0,0.14172,1,0.0766,0.0766,0.05,0.005
-0.12532,-0.17931,0,0.142,1,0.0767,0.0767,0.05,0.005
-0.1247,-0.17946,0,0.14229,1,0.0768,0.0768,0.05,0.005
-0.12408,-0.17962,0,0.14257,1,0.0769,0.0769,0.05,0.005
-0.12345,-0.17978,0,0.14285,1,0.077,0.077,0.05,0.005
-0.12283,-0.17993,0,0.14314,1,0.0771,0.0771,0.05,0.005
-0.12221,-0.18009,0,0.14342,1,0.0772,0.0772,0.05,0.005
-0.12159,-0.18025,0,0.14371,1,0.0773,0.0773,0.05,0.005
-0.12097,-0.18041,0,0.14399,1,0.0774,0.0774,0.05,0.005
-0.12035,-0.18056,0,0.14427,1,0.0775,0.0775,0.05,0.005
-0.11972,-0.18072,0,0.14456,1,0.0776,0.0776,0.05,0.005
-0.1191,-0.18088,0,0.14484,1,0.0777,0.0777,0.05,0.005
-0.11848,-0.18103,0,0.14512,1,0.0778,0.0778,0.05,0.005
-0.11786,-0.18119,0,0.14541,1,0.0779,0.0779,0.05,0.005
-0.11724,-0.18135,0,0.14569,1,0.078,0.078,0.05,0.005
-0.11662,-0.1815,0,0.14597,1,0.0781,0.0781,0.05,0.005
-0.11599,-0.18166,0,0.14626,1,0.0782,0.0782,0.05,0.005
-0.11537,-0.18182,0,0.14654,1,0.0783,0.0783,0.05,0.005
-0.11475,-0.18197,0,0.14682,1,0.0784,0.0784,0.05,0.005
-0.11413,-0.18213,0,0.14711,1,0.0785,0.0785,0.05,0.005
-0.11351,-0.18229,0,0.14739,1,0.0786,0.0786,0.05,0.005
-0.11288,-0.18245,0,0.14767,1,0.0787,0.0787,0.05,0.005
-0.11226,-0.1826,0,0.14796,1,0.0788,0.0788,0.05,0.005
-0.11164,-0.18276,0,0.14824,1,0.0789,0.0789,0.05,0.005
-0.11102,-0.18292,0,0.14852,1,0.079,0.079,0.05,0.005
-0.1104,-0.18307,0,0.14881,1,0.0791,0.0791,0.05,0.005
-0.10978,-0.18323,0,0.14909,1,0.0792,0.0792,0.05,0.005
-0.10915,-0.18339,0,0.14937,1,0.0793,0.0793,0.05,0.005
-0.10853,-0.18354,0,0.14966,1,0.0794,0.0794,0.05,0.005
-0.10791,-0.1837,0,0.14994,1,0.0795,0.0795,0.05,0.005
-0.10729,-0.18386,0,0.15023,1,0.0796,0.0796,0.05,0.005
-0.10667,-0.18401,0,0.15051,1,0.0797,0.0797,0.05,0.005
-0.10605,-0.18417,0,0.15079,1,0.0798,0.0798,0.05,0.005
-0.10542,-0.18433,0,0.15108,1,0.0799,0.0799,0.05,0.005
-0.1048,-0.18449,0,0.15136,1,0.08,0.08,0.05,0.005
-0.10411,-0.18426,0,0.15145,1,0.0801,0.0801,0.05,0.005
-0.10342,-0.18403,0,0.15154,1,0.0802,0.0802,0.05,0.005
-0.10274,-0.1838,0,0.15163,1,0.0803,0.0803,0.05,0.005
-0.10205,-0.18357,0,0.15172,1,0.0804,0.0804,0.05,0.005
-0.10136,-0.18334,0,0.15181,1,0.0805,0.0805,0.05,0.005
-0.10067,-0.18311,0,0.1519,1,0.0806,0.0806,0.05,0.005
-0.099981,-0.18288,0,0.15198,1,0.0807,0.0807,0.05,0.005
-0.099292,-0.18265,0,0.15207,1,0.0808,0.0808,0.05,0.005
-0.098603,-0.18242,0,0.15216,1,0.0809,0.0809,0.05,0.005
-0.097915,-0.18219,0,0.15225,1,0.081,0.081,0.05,0.005
-0.097226,-0.18196,0,0.15234,1,0.0811,0.0811,0.05,0.005
-0.096537,-0.18173,0,0.15243,1,0.0812,0.0812,0.05,0.005
-0.095848,-0.18149,0,0.15252,1,0.0813,0.0813,0.05,0.005
-0.09516,-0.18126,0,0.15261,1,0.0814,0.0814,0.05,0.005
-0.094471,-0.18103,0,0.1527,1,0.0815,0.0815,0.05,0.005
-0.093782,-0.1808,0,0.15279,1,0.0816,0.0816,0.05,0.005
-0.093093,-0.18057,0,0.15288,1,0.0817,0.0817,0.05,0.005
-0.092405,-0.18034,0,0.15297,1,0.0818,0.0818,0.05,0.005
-0.091716,-0.18011,0,0.15306,1,0.0819,0.0819,0.05,0.005
-0.091027,-0.17988,0,0.15315,1,0.082,0.082,0.05,0.005
-0.090338,-0.17965,0,0.15324,1,0.0821,0.0821,0.05,0.005
-0.08965,-0.17942,0,0.15333,1,0.0822,0.0822,0.05,0.005
-0.088961,-0.17919,0,0.15342,1,0.0823,0.0823,0.05,0.005
-0.088272,-0.17896,0,0.15351,1,0.0824,0.0824,0.05,0.005
-0.087583,-0.17873,0,0.15359,1,0.0825,0.0825,0.05,0.005
-0.086895,-0.1785,0,0.15368,1,0.0826,0.0826,0.05,0.005
-0.086206,-0.17827,0,0.15377,1,0.0827,0.0827,0.05,0.005
-0.085517,-0.17804,0,0.15386,1,0.0828,0.0828,0.05,0.005
-0.084828,-0.17781,0,0.15395,1,0.0829,0.0829,0.05,0.005
-0.08414,-0.17758,0,0.15404,1,0.083,0.083,0.05,0.005
-0.083451,-0.17735,0,0.15413,1,0.0831,0.0831,0.05,0.005
-0.082762,-0.17712,0,0.15422,1,0.0832,0.0832,0.05,0.005
-0.082073,-0.17689,0,0.15431,1,0.0833,0.0833,0.05,0.005
-0.081385,-0.17666,0,0.1544,1,0.0834,0.0834,0.05,0.005
-0.080696,-0.17643,0,0.15449,1,0.0835,0.0835,0.05,0.005
-0.080007,-0.1762,0,0.15458,1,0.0836,0.0836,0.05,0.005
-0.079318,-0.17597,0,0.15467,1,0.0837,0.0837,0.05,0.005
-0.07863,-0.17574,0,0.15476,1,0.0838,0.0838,0.05,0.005
-0.077941,-0.17551,0,0.15485,1,0.0839,0.0839,0.05,0.005
-0.077252,-0.17528,0,0.15494,1,0.084,0.084,0.05,0.005
-0.076563,-0.17505,0,0.15503,1,0.0841,0.0841,0.05,0.005
-0.075875,-0.17482,0,0.15511,1,0.0842,0.0842,0.05,0.005
-0.075186,-0.17459,0,0.1552,1,0.0843,0.0843,0.05,0.005
-0.074497,-0.17436,0,0.15529,1,0.0844,0.0844,0.05,0.005
-0.073808,-0.17413,0,0.15538,1,0.0845,0.0845,0.05,0.005
-0.07312,-0.1739,0,0.15547,1,0.0846,0.0846,0.05,0.005
-0.072431,-0.17367,0,0.15556,1,0.0847,0.0847,0.05,0.005
-0.071742,-0.17344,0,0.15565,1,0.0848,0.0848,0.05,0.005
-0.071054,-0.17321,0,0.15574,1,0.0849,0.0849,0.05,0.005
-0.070365,-0.17298,0,0.15583,1,0.085,0.085,0.05,0.005
-0.069699,-0.17229,0,0.15564,1,0.0851,0.0851,0.05,0.005
-0.069034,-0.1716,0,0.15544,1,0.0852,0.0852,0.05,0.005
-0.068369,-0.17092,0,0.15525,1,0.0853,0.0853,0.05,0.005
-0.067703,-0.17023,0,0.15505,1,0.0854,0.0854,0.05,0.005
-0.067038,-0.16954,0,0.15486,1,0.0855,0.0855,0.05,0.005
-0.066372,-0.16885,0,0.15467,1,0.0856,0.0856,0.05,0.005
-0.065707,-0.16816,0,0.15447,1,0.0857,0.0857,0.05,0.005
-0.065042,-0.16747,0,0.15428,1,0.0858,0.0858,0.05,0.005
-0.064376,-0.16678,0,0.15409,1,0.0859,0.0859,0.05,0.005
-0.063711,-0.16609,0,0.15389,1,0.086,0.086,0.05,0.005
-0.063045,-0.1654,0,0.1537,1,0.0861,0.0861,0.05,0.005
-0.06238,-0.16471,0,0.1535,1,0.0862,0.0862,0.05,0.005
-0.061714,-0.16402,0,0.15331,1,0.0863,0.0863,0.05,0.005
-0.061049,-0.16333,0,0.15312,1,0.0864,0.0864,0.05,0.005
-0.060384,-0.16264,0,0.15292,1,0.0865,0.0865,0.05,0.005
-0.059718,-0.16195,0,0.15273,1,0.0866,0.0866,0.05,0.005
-0.059053,-0.16126,0,0.15254,1,0.0867,0.0867,0.05,0.005
-0.058387,-0.16057,0,0.15234,1,0.0868,0.0868,0.05,0.005
-0.057722,-0.15988,0,0.15215,1,0.0869,0.0869,0.05,0.005
-0.057057,-0.15919,0,0.15195,1,0.087,0.087,0.05,0.005
-0.056391,-0.1585,0,0.15176,1,0.0871,0.0871,0.05,0.005
-0.055726,-0.15781,0,0.15157,1,0.0872,0.0872,0.05,0.005
-0.05506,-0.15713,0,0.15137,1,0.0873,0.0873,0.05,0.005
-0.054395,-0.15644,0,0.15118,1,0.0874,0.0874,0.05,0.005
-0.05373,-0.15575,0,0.15099,1,0.0875,0.0875,0.05,0.005
-0.053064,-0.15506,0,0.15079,1,0.0876,0.0876,0.05,0.005
-0.052399,-0.15437,0,0.1506,1,0.0877,0.0877,0.05,0.005
-0.051733,-0.15368,0,0.1504,1,0.0878,0.0878,0.05,0.005
-0.051068,-0.15299,0,0.15021,1,0.0879,0.0879,0.05,0.005
-0.050403,-0.1523,0,0.15002,1,0.088,0.088,0.05,0.005
-0.049737,-0.15161,0,0.14982,1,0.0881,0.0881,0.05,0.005
-0.049072,-0.15092,0,0.14963,1,0.0882,0.0882,0.05,0.005
-0.048406,-0.15023,0,0.14944,1,0.0883,0.0883,0.05,0.005
-0.047741,-0.14954,0,0.14924,1,0.0884,0.0884,0.05,0.005
-0.047076,-0.14885,0,0.14905,1,0.0885,0.0885,0.05,0.005
-0.04641,-0.14816,0,0.14885,1,0.0886,0.0886,0.05,0.005
-0.045745,-0.14747,0,0.14866,1,0.0887,0.0887,0.05,0.005
-0.045079,-0.14678,0,0.14847,1,0.0888,0.0888,0.05,0.005
-0.044414,-0.14609,0,0.14827,1,0.0889,0.0889,0.05,0.005
-0.043748,-0.1454,0,0.14808,1,0.089,0.089,0.05,0.005
-0.043083,-0.14471,0,0.14789,1,0.0891,0.0891,0.05,0.005
-0.042418,-0.14403,0,0.14769,1,0.0892,0.0892,0.05,0.005
-0.041752,-0.14334,0,0.1475,1,0.0893,0.0893,0.05,0.005
-0.041087,-0.14265,0,0.1473,1,0.0894,0.0894,0.05,0.005
-0.040421,-0.14196,0,0.14711,1,0.0895,0.0895,0.05,0.005
-0.039756,-0.14127,0,0.14692,1,0.0896,0.0896,0.05,0.005
-0.039091,-0.14058,0,0.14672,1,0.0897,0.0897,0.05,0.005
-0.038425,-0.13989,0,0.14653,1,0.0898,0.0898,0.05,0.005
-0.03776,-0.1392,0,0.14634,1,0.0899,0.0899,0.05,0.005
-0.037094,-0.13851,0,0.14614,1,0.09,0.09,0.05,0.005
-0.036607,-0.13734,0,0.14557,1,0.0901,0.0901,0.05,0.005
-0.03612,-0.13616,0,0.14499,1,0.0902,0.0902,0.05,0.005
-0.035633,-0.13499,0,0.14442,1,0.0903,0.0903,0.05,0.005
-0.035146,-0.13382,0,0.14384,1,0.0904,0.0904,0.05,0.005
-0.034659,-0.13265,0,0.14326,1,0.0905,0.0905,0.05,0.005
-0.034172,-0.13147,0,0.14269,1,0.0906,0.0906,0.05,0.005
-0.033685,-0.1303,0,0.14211,1,0.0907,0.0907,0.05,0.005
-0.033198,-0.12913,0,0.14154,1,0.0908,0.0908,0.05,0.005
-0.032711,-0.12795,0,0.14096,1,0.0909,0.0909,0.05,0.005
-0.032224,-0.12678,0,0.14039,1,0.091,0.091,0.05,0.005
-0.031737,-0.12561,0,0.13981,1,0.0911,0.0911,0.05,0.005
-0.03125,-0.12444,0,0.13924,1,0.0912,0.0912,0.05,0.005
-0.030763,-0.12326,0,0.13866,1,0.0913,0.0913,0.05,0.005
-0.030276,-0.12209,0,0.13809,1,0.0914,0.0914,0.05,0.005
-0.029789,-0.12092,0,0.13751,1,0.0915,0.0915,0.05,0.005
-0.029302,-0.11975,0,0.13693,1,0.0916,0.0916,0.05,0.005
-0.028815,-0.11857,0,0.13636,1,0.0917,0.0917,0.05,0.005
-0.028328,-0.1174,0,0.13578,1,0.0918,0.0918,0.05,0.005
-0.027841,-0.11623,0,0.13521,1,0.0919,0.0919,0.05,0.005
-0.027354,-0.11505,0,0.13463,1,0.092,0.092,0.05,0.005
-0.026867,-0.11388,0,0.13406,1,0.0921,0.0921,0.05,0.005
-0.02638,-0.11271,0,0.13348,1,0.0922,0.0922,0.05,0.005
-0.025893,-0.11154,0,0.13291,1,0.0923,0.0923,0.05,0.005
-0.025406,-0.11036,0,0.13233,1,0.0924,0.0924,0.05,0.005
-0.024919,-0.10919,0,0.13176,1,0.0925,0.0925,0.05,0.005
-0.024432,-0.10802,0,0.13118,1,0.0926,0.0926,0.05,0.005
-0.023945,-0.10685,0,0.1306,1,0.0927,0.0927,0.05,0.005
-0.023458,-0.10567,0,0.13003,1,0.0928,0.0928,0.05,0.005
-0.022971,-0.1045,0,0.12945,1,0.0929,0.0929,0.05,0.005
-0.022484,-0.10333,0,0.12888,1,0.093,0.093,0.05,0.005
-0.021997,-0.10215,0,0.1283,1,0.0931,0.0931,0.05,0.005
-0.02151,-0.10098,0,0.12773,1,0.0932,0.0932,0.05,0.005
-0.021023,-0.099809,0,0.12715,1,0.0933,0.0933,0.05,0.005
-0.020536,-0.098636,0,0.12658,1,0.0934,0.0934,0.05,0.005
-0.020049,-0.097463,0,0.126,1,0.0935,0.0935,0.05,0.005
-0.019562,-0.09629,0,0.12543,1,0.0936,0.0936,0.05,0.005
-0.019075,-0.095118,0,0.12485,1,0.0937,0.0937,0.05,0.005
-0.018588,-0.093945,0,0.12427,1,0.0938,0.0938,0.05,0.005
-0.018101,-0.092772,0,0.1237,1,0.0939,0.0939,0.05,0.005
-0.017614,-0.091599,0,0.12312,1,0.094,0.094,0.05,0.005
-0.017127,-0.090427,0,0.12255,1,0.0941,0.0941,0.05,0.005
-0.01664,-0.089254,0,0.12197,1,0.0942,0.0942,0.05,0.005
-0.016153,-0.088081,0,0.1214,1,0.0943,0.0943,0.05,0.005
-0.015666,-0.086908,0,0.12082,1,0.0944,0.0944,0.05,0.005
-0.015179,-0.085736,0,0.12025,1,0.0945,0.0945,0.05,0.005
-0.014692,-0.084563,0,0.11967,1,0.0946,0.0946,0.05,0.005
-0.014205,-0.08339,0,0.1191,1,0.0947,0.0947,0.05,0.005
-0.013718,-0.082217,0,0.11852,1,0.0948,0.0948,0.05,0.005
-0.013231,-0.081045,0,0.11794,1,0.0949,0.0949,0.05,0.005
-0.012744,-0.079872,0,0.11737,1,0.095,0.095,0.05,0.005
-0.01249,-0.078274,0,0.11698,1,0.0951,0.0951,0.05,0.005
-0.012235,-0.076677,0,0.11658,1,0.0952,0.0952,0.05,0.005
-0.01198,-0.07508,0,0.11619,1,0.0953,0.0953,0.05,0.005
-0.011725,-0.073482,0,0.1158,1,0.0954,0.0954,0.05,0.005
-0.01147,-0.071885,0,0.11541,1,0.0955,0.0955,0.05,0.005
-0.011215,-0.070287,0,0.11502,1,0.0956,0.0956,0.05,0.005
-0.01096,-0.06869,0,0.11462,1,0.0957,0.0957,0.05,0.005
-0.010705,-0.067092,0,0.11423,1,0.0958,0.0958,0.05,0.005
-0.01045,-0.065495,0,0.11384,1,0.0959,0.0959,0.05,0.005
-0.010196,-0.063898,0,0.11345,1,0.096,0.096,0.05,0.005
-0.0099406,-0.0623,0,0.11305,1,0.0961,0.0961,0.05,0.005
-0.0096858,-0.060703,0,0.11266,1,0.0962,0.0962,0.05,0.005
-0.0094309,-0.059105,0,0.11227,1,0.0963,0.0963,0.05,0.005
-0.009176,-0.057508,0,0.11188,1,0.0964,0.0964,0.05,0.005
-0.0089211,-0.05591,0,0.11148,1,0.0965,0.0965,0.05,0.005
-0.0086662,-0.054313,0,0.11109,1,0.0966,0.0966,0.05,0.005
-0.0084113,-0.052715,0,0.1107,1,0.0967,0.0967,0.05,0.005
-0.0081564,-0.051118,0,0.11031,1,0.0968,0.0968,0.05,0.005
-0.0079015,-0.049521,0,0.10992,1,0.0969,0.0969,0.05,0.005
-0.0076466,-0.047923,0,0.10952,1,0.097,0.097,0.05,0.005
-0.0073918,-0.046326,0,0.10913,1,0.0971,0.0971,0.05,0.005
-0.0071369,-0.044728,0,0.10874,1,0.0972,0.0972,0.05,0.005
-0.006882,-0.043131,0,0.10835,1,0.0973,0.0973,0.05,0.005
-0.0066271,-0.041533,0,0.10795,1,0.0974,0.0974,0.05,0.005
-0.0063722,-0.039936,0,0.10756,1,0.0975,0.0975,0.05,0.005
-0.0061173,-0.038339,0,0.10717,1,0.0976,0.0976,0.05,0.005
-0.0058624,-0.036741,0,0.10678,1,0.0977,0.0977,0.05,0.005
-0.0056075,-0.035144,0,0.10638,1,0.0978,0.0978,0.05,0.005
-0.0053526,-0.033546,0,0.10599,1,0.0979,0.0979,0.05,0.005
-0.0050978,-0.031949,0,0.1056,1,0.098,0.098,0.05,0.005
-0.0048429,-0.030351,0,0.10521,1,0.0981,0.0981,0.05,0.005
-0.004588,-0.028754,0,0.10482,1,0.0982,0.0982,0.05,0.005
-0.0043331,-0.027156,0,0.10442,1,0.0983,0.0983,0.05,0.005
-0.0040782,-0.025559,0,0.10403,1,0.0984,0.0984,0.05,0.005
-0.0038233,-0.023962,0,0.10364,1,0.0985,0.0985,0.05,0.005
-0.0035684,-0.022364,0,0.10325,1,0.0986,0.0986,0.05,0.005
-0.0033135,-0.020767,0,0.10285,1,0.0987,0.0987,0.05,0.005
-0.0030586,-0.019169,0,0.10246,1,0.0988,0.0988,0.05,0.005
-0.0028038,-0.017572,0,0.10207,1,0.0989,0.0989,0.05,0.005
-0.0025489,-0.015974,0,0.10168,1,0.099,0.099,0.05,0.005
-0.002294,-0.014377,0,0.10129,1,0.0991,0.0991,0.05,0.005
-0.0020391,-0.012779,0,0.10089,1,0.0992,0.0992,0.05,0.005
-0.0017842,-0.011182,0,0.1005,1,0.0993,0.0993,0.05,0.005
-0.0015293,-0.0095847,0,0.10011,1,0.0994,0.0994,0.05,0.005
-0.0012744,-0.0079872,0,0.099716,1,0.0995,0.0995,0.05,0.005
-0.0010195,-0.0063897,0,0.099324,1,0.0996,0.0996,0.05,0.005
-0.00076468,-0.0047924,0,0.098931,1,0.0997,0.0997,0.05,0.005
-0.00050978,-0.0031949,0,0.098539,1,0.0998,0.0998,0.05,0.005
-0.00025489,-0.0015975,0,0.098147,1,0.0999,0.0999,0.05,0.005
0,0,0,0.097754,1,0.1,0.1,0.05,0.005
